S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate
66,100,0.0217,38.2387,-6247.24,719.1,0.5047
49,89,0.0216,38.0356,-6655.56,715.28,0.5031
82,85,0.0216,38.026,-6800.24,715.1,0.5045
83,84,0.0216,38.026,-6800.24,715.1,0.5045
46,77,0.0215,37.8941,-5672.5,712.62,0.5022
66,108,0.0215,37.9303,-6221.04,713.3,0.5041
68,105,0.0215,37.9303,-6221.04,713.3,0.5041
43,95,0.0214,37.7357,-6291.2,709.64,0.5022
66,103,0.0214,37.7069,-6558.24,709.1,0.5052
56,106,0.0213,37.6091,-6106.58,707.26,0.5064
64,93,0.0213,37.6123,-6036.02,707.32,0.5062
65,92,0.0213,37.6123,-6036.02,707.32,0.5062
58,70,0.0212,37.4889,-5252.34,705.0,0.5026
58,102,0.0212,37.423,-6021.08,703.76,0.5064
59,108,0.0212,37.4123,-6355.78,703.56,0.5054
16,35,0.0212,37.3326,-8878.49,702.06,0.4976
43,99,0.0211,37.1741,-6086.76,699.08,0.5022
52,114,0.021,36.9976,-5831.58,695.76,0.5064
17,34,0.021,36.9699,-8743.31,695.24,0.4969
46,81,0.0209,36.9242,-5685.5,694.38,0.5022
53,81,0.0209,36.8072,-6355.16,692.18,0.5031
52,82,0.0209,36.8072,-6355.16,692.18,0.5031
58,75,0.0209,36.8338,-6461.16,692.68,0.5031
38,112,0.0209,36.8115,-6115.58,692.26,0.5028
56,78,0.0207,36.5413,-6461.16,687.18,0.5031
45,95,0.0206,36.4031,-6244.76,684.58,0.5024
43,97,0.0205,36.1106,-6194.76,679.08,0.5028
43,79,0.0205,36.2425,-5454.68,681.56,0.502
43,89,0.0204,35.9745,-5884.82,676.52,0.5026
48,78,0.0203,35.8128,-5685.5,673.48,0.502
73,83,0.0203,35.8043,-5889.02,673.32,0.506
39,71,0.0201,35.3821,-5687.5,665.38,0.5014
69,96,0.02,35.314,-6524.24,664.1,0.5047
5,6,0.0199,35.0418,-11080.22,658.98,0.4912
53,111,0.0199,35.1098,-5831.58,660.26,0.5066
64,104,0.0199,35.1811,-6281.24,661.6,0.505
47,91,0.0199,35.0248,-6400.18,658.66,0.5026
63,106,0.0199,35.1811,-6281.24,661.6,0.505
30,118,0.0198,34.9099,-5824.24,656.5,0.5033
55,106,0.0198,34.8705,-6199.08,655.76,0.5066
70,103,0.0197,34.7929,-6280.04,654.3,0.5039
69,104,0.0197,34.7929,-6280.04,654.3,0.5039
49,85,0.0197,34.7589,-6119.68,653.66,0.5028
72,100,0.0197,34.7929,-6280.04,654.3,0.5039
50,80,0.0197,34.8099,-5405.72,654.62,0.5028
48,91,0.0197,34.7663,-6717.04,653.8,0.5028
38,113,0.0197,34.7908,-6048.58,654.26,0.5028
34,116,0.0196,34.576,-6056.62,650.22,0.5035
65,66,0.0195,34.3324,-5802.7,645.64,0.5028
63,68,0.0195,34.3324,-5802.7,645.64,0.5028
62,69,0.0195,34.3324,-5802.7,645.64,0.5028
64,67,0.0195,34.3324,-5802.7,645.64,0.5028
53,115,0.0195,34.4611,-6627.28,648.06,0.5069
54,113,0.0195,34.4611,-6627.28,648.06,0.5069
53,110,0.0194,34.259,-5831.58,644.26,0.5066
52,78,0.0194,34.1442,-5404.74,642.1,0.5026
54,75,0.0193,34.0591,-5406.34,640.5,0.5024
67,95,0.0191,33.7166,-6408.28,634.06,0.5056
56,114,0.019,33.5837,-6377.28,631.56,0.5052
63,107,0.019,33.4529,-6558.24,629.1,0.505
37,97,0.019,33.5443,-5315.0,630.82,0.5018
46,93,0.0189,33.3231,-6446.18,626.66,0.5026
60,74,0.0189,33.3838,-6373.04,627.8,0.5031
44,93,0.0189,33.4284,-6291.2,628.64,0.502
47,80,0.0188,33.2061,-5685.5,624.46,0.5022
42,100,0.0188,33.1859,-6240.76,624.08,0.5026
3,12,0.0188,33.1562,-11376.12,623.52,0.4938
44,88,0.0187,33.0764,-5884.82,622.02,0.5026
75,90,0.0187,32.9477,-6325.74,619.6,0.5052
76,89,0.0187,32.9477,-6325.74,619.6,0.5052
71,95,0.0187,32.9477,-6325.74,619.6,0.5052
45,86,0.0187,33.0764,-5884.82,622.02,0.5026
51,117,0.0186,32.7435,-5831.58,615.76,0.5064
52,83,0.0186,32.8445,-6429.68,617.66,0.5031
34,111,0.0185,32.6276,-6138.76,613.58,0.5022
41,95,0.0185,32.6595,-5586.16,614.18,0.5016
39,110,0.0185,32.5574,-6048.58,612.26,0.5028
49,88,0.0184,32.5521,-6508.68,612.16,0.5024
48,72,0.0183,32.3085,-5897.75,607.58,0.5022
29,114,0.0183,32.299,-6407.75,607.4,0.5009
54,80,0.0183,32.3128,-6293.68,607.66,0.5031
47,88,0.0183,32.2054,-6137.2,605.64,0.5024
30,31,0.0183,32.3564,-8959.86,608.48,0.5005
41,108,0.0183,32.3202,-5956.04,607.8,0.5031
50,87,0.0181,31.8672,-6609.56,599.28,0.5028
38,106,0.0181,31.8895,-6555.64,599.7,0.5022
73,91,0.0181,31.9108,-6259.24,600.1,0.5045
56,110,0.018,31.7491,-6365.28,597.06,0.5064
79,90,0.018,31.7087,-6897.54,596.3,0.5041
37,112,0.0178,31.3535,-6029.72,589.62,0.5028
78,85,0.0178,31.3258,-6524.24,589.1,0.5045
79,84,0.0178,31.3258,-6524.24,589.1,0.5045
57,71,0.0178,31.4003,-5252.34,590.5,0.5026
43,90,0.0178,31.4811,-5884.82,592.02,0.5022
64,108,0.0178,31.3524,-6691.24,589.6,0.505
76,93,0.0176,31.0174,-6897.54,583.3,0.5039
34,115,0.0176,30.9866,-6056.62,582.72,0.5031
51,113,0.0173,30.4368,-5711.56,572.38,0.5064
42,121,0.0173,30.441,-6052.88,572.46,0.5047
41,85,0.0172,30.3878,-5516.75,571.46,0.5024
31,115,0.0171,30.0879,-5919.92,565.82,0.5031
23,38,0.017,29.9635,-8875.36,563.48,0.5007
34,104,0.017,29.9486,-5519.54,563.2,0.5018
41,89,0.0168,29.6072,-5542.04,556.78,0.5026
77,86,0.0168,29.6487,-6623.78,557.56,0.5045
52,80,0.0167,29.4413,-5983.68,553.66,0.5028
40,94,0.0167,29.4392,-5534.22,553.62,0.5014
32,111,0.0167,29.536,-5960.3,555.44,0.5024
51,79,0.0167,29.4487,-5475.54,553.8,0.5026
38,111,0.0166,29.2339,-6192.08,549.76,0.5028
48,90,0.0166,29.2552,-6508.68,550.16,0.5024
59,115,0.0166,29.3318,-6942.74,551.6,0.5052
60,113,0.0166,29.3318,-6942.74,551.6,0.5052
58,76,0.0166,29.37,-6623.52,552.32,0.5028
31,123,0.0166,29.3562,-6773.28,552.06,0.5031
51,86,0.0166,29.3679,-6609.56,552.28,0.5028
59,75,0.0166,29.37,-6623.52,552.32,0.5028
59,69,0.0165,29.1935,-5252.34,549.0,0.5024
2,75,0.0164,28.9755,-8186.84,544.9,0.4967
82,86,0.0163,28.784,-6897.54,541.3,0.5039
83,85,0.0163,28.784,-6897.54,541.3,0.5039
79,87,0.0162,28.6139,-6774.24,538.1,0.5052
51,84,0.0162,28.6437,-6508.68,538.66,0.5026
73,94,0.0162,28.6139,-6774.24,538.1,0.5052
32,116,0.0162,28.6181,-5790.16,538.18,0.5028
52,119,0.0162,28.5852,-6764.78,537.56,0.5052
78,88,0.0162,28.6139,-6774.24,538.1,0.5052
50,85,0.0162,28.5107,-6400.18,536.16,0.5028
64,106,0.0161,28.4012,-6558.24,534.1,0.5052
60,98,0.0161,28.3193,-6236.78,532.56,0.5062
50,79,0.016,28.2853,-5514.5,531.92,0.5028
35,101,0.016,28.1715,-5720.96,529.78,0.5016
58,71,0.0159,28.0555,-5274.5,527.6,0.5028
67,104,0.0159,27.9758,-6774.24,526.1,0.5047
42,95,0.0159,28.1183,-6437.06,528.78,0.5026
71,90,0.0159,27.9736,-6782.28,526.06,0.5054
32,117,0.0158,27.9534,-5790.16,525.68,0.5031
37,113,0.0158,27.8248,-6115.58,523.26,0.5028
33,112,0.0157,27.7003,-5919.92,520.92,0.5031
43,80,0.0157,27.7875,-5454.68,522.56,0.5018
43,119,0.0156,27.5546,-6094.16,518.18,0.505
32,109,0.0156,27.5791,-5843.0,518.64,0.5018
66,68,0.0154,27.0835,-6545.52,509.32,0.5028
82,84,0.0154,27.2313,-6800.24,512.1,0.505
80,86,0.0154,27.2313,-6800.24,512.1,0.505
65,69,0.0154,27.0835,-6545.52,509.32,0.5028
38,93,0.0154,27.1101,-5277.25,509.82,0.5024
81,85,0.0154,27.2313,-6800.24,512.1,0.505
50,86,0.0153,27.0218,-6508.68,508.16,0.5024
48,88,0.0152,26.8889,-6400.18,505.66,0.5026
47,90,0.0152,26.8889,-6400.18,505.66,0.5026
55,112,0.0152,26.8995,-6319.48,505.86,0.5064
53,82,0.0151,26.5698,-6429.68,499.66,0.5031
19,45,0.0151,26.6645,-8632.9,501.44,0.4986
33,117,0.0151,26.6113,-6167.4,500.44,0.5031
49,126,0.015,26.5113,-6489.78,498.56,0.5052
61,110,0.015,26.4071,-6942.74,496.6,0.5052
49,86,0.0149,26.2699,-6448.82,494.02,0.5026
49,87,0.0149,26.3039,-6400.18,494.66,0.5024
29,124,0.0149,26.356,-6209.1,495.64,0.5026
30,125,0.0149,26.3592,-6852.14,495.7,0.5028
48,89,0.0149,26.3039,-6400.18,494.66,0.5024
33,38,0.0148,26.1752,-7925.6,492.24,0.4986
38,107,0.0147,26.0136,-6555.64,489.2,0.5018
31,39,0.0146,25.6913,-8550.2,483.14,0.4974
51,126,0.0145,25.6233,-6755.98,481.86,0.5054
50,83,0.0144,25.4797,-6119.68,479.16,0.5028
64,102,0.0144,25.4744,-6904.28,479.06,0.5047
67,98,0.0144,25.3414,-6346.78,476.56,0.5045
51,115,0.0143,25.2457,-5504.58,474.76,0.5066
41,90,0.0143,25.2117,-5572.7,474.12,0.5022
37,123,0.0142,25.083,-6069.64,471.7,0.5039
40,99,0.0142,25.1085,-6327.16,472.18,0.502
69,100,0.0142,25.1309,-6774.24,472.6,0.505
41,124,0.0141,24.9245,-6131.12,468.72,0.505
35,110,0.0141,24.9054,-6027.98,468.36,0.5024
34,37,0.014,24.6331,-7954.6,463.24,0.4984
44,114,0.014,24.7618,-6019.68,465.66,0.5041
42,122,0.014,24.6587,-6161.12,463.72,0.505
59,114,0.014,24.7055,-6838.74,464.6,0.505
61,71,0.014,24.6821,-6293.68,464.16,0.5033
50,123,0.014,24.7565,-6489.78,465.56,0.5054
54,110,0.014,24.714,-6106.58,464.76,0.5062
33,115,0.0139,24.5981,-6200.26,462.58,0.5031
56,113,0.0139,24.464,-6377.28,460.06,0.5052
57,111,0.0139,24.464,-6377.28,460.06,0.5052
50,88,0.0139,24.5821,-6655.56,462.28,0.5026
31,112,0.0139,24.5906,-5825.5,462.44,0.5024
63,94,0.0139,24.5013,-6282.58,460.76,0.5058
44,96,0.0138,24.279,-6472.76,456.58,0.5022
29,32,0.0138,24.4066,-9109.36,458.98,0.5003
39,109,0.0138,24.3322,-6326.26,457.58,0.5026
62,106,0.0137,24.0939,-6804.74,453.1,0.5052
52,126,0.0136,23.9078,-6702.24,449.6,0.5054
40,96,0.0136,24.0355,-5493.84,452.0,0.5016
57,103,0.0136,24.0791,-6298.02,452.82,0.5064
37,114,0.0135,23.8366,-6115.58,448.26,0.5028
43,93,0.0135,23.811,-6437.06,447.78,0.5024
68,97,0.0135,23.8812,-6524.24,449.1,0.5047
44,79,0.0134,23.6186,-5444.75,444.16,0.5022
33,108,0.0133,23.4612,-5519.54,441.2,0.5016
38,91,0.0133,23.4537,-6103.25,441.06,0.5012
55,118,0.0133,23.4027,-6576.74,440.1,0.5056
28,33,0.0133,23.4037,-9128.22,440.12,0.5003
36,103,0.0133,23.4292,-5351.24,440.6,0.5018
54,120,0.0133,23.4027,-6576.74,440.1,0.5056
43,111,0.0131,23.0464,-6047.44,433.4,0.5043
48,86,0.0131,23.0602,-6119.68,433.66,0.5026
59,73,0.0131,23.1931,-6293.68,436.16,0.5031
60,72,0.0131,23.1931,-6293.68,436.16,0.5031
52,84,0.0128,22.5348,-6609.56,423.78,0.5026
52,117,0.0128,22.6561,-6627.28,426.06,0.5066
70,100,0.0127,22.3764,-6838.54,420.8,0.5041
41,119,0.0127,22.3466,-5992.6,420.24,0.5047
24,85,0.0127,22.4381,-6158.38,421.96,0.4984
39,99,0.0126,22.2317,-6306.26,418.08,0.5018
53,121,0.0126,22.2838,-6801.78,419.06,0.5052
44,109,0.0124,21.9042,-6219.92,411.92,0.5041
75,88,0.0123,21.6723,-6623.78,407.56,0.5043
47,74,0.0123,21.7659,-5948.75,409.32,0.5022
70,94,0.0123,21.6723,-6623.78,407.56,0.5043
63,104,0.0123,21.6457,-6904.28,407.06,0.5047
73,90,0.0123,21.6723,-6623.78,407.56,0.5043
76,87,0.0123,21.6723,-6623.78,407.56,0.5043
74,89,0.0123,21.6723,-6623.78,407.56,0.5043
46,76,0.0123,21.7659,-5948.75,409.32,0.5022
31,114,0.0121,21.3469,-5928.3,401.44,0.5024
40,92,0.0121,21.3682,-5683.48,401.84,0.502
45,94,0.012,21.1725,-6628.18,398.16,0.5026
55,119,0.012,21.0895,-6258.24,396.6,0.5056
42,91,0.012,21.0853,-5884.82,396.52,0.502
58,101,0.0118,20.8587,-6544.58,392.26,0.5062
40,89,0.0118,20.8375,-5254.5,391.86,0.5026
41,87,0.0118,20.8375,-5254.5,391.86,0.5026
70,96,0.0117,20.5843,-6558.24,387.1,0.505
50,120,0.0117,20.6088,-6025.28,387.56,0.5064
41,109,0.0117,20.6226,-5848.02,387.82,0.5031
65,103,0.0116,20.4514,-6558.24,384.6,0.5047
51,118,0.0116,20.4759,-6352.28,385.06,0.5066
66,101,0.0116,20.4514,-6558.24,384.6,0.5047
67,100,0.0116,20.4514,-6558.24,384.6,0.5047
40,124,0.0116,20.4695,-5850.4,384.94,0.5043
69,97,0.0116,20.4514,-6558.24,384.6,0.5047
40,126,0.0115,20.3684,-6014.3,383.04,0.5052
78,91,0.0115,20.2759,-6897.54,381.3,0.5039
49,84,0.0115,20.3557,-6198.54,382.8,0.5024
29,115,0.0114,20.0473,-6403.75,377.0,0.5009
41,122,0.0114,20.1781,-6022.88,379.46,0.5043
41,93,0.0114,20.0685,-5881.44,377.4,0.5018
66,99,0.0113,19.9441,-7008.28,375.06,0.5045
40,90,0.0112,19.8261,-5267.5,372.84,0.5026
40,108,0.0111,19.5198,-6095.76,367.08,0.5031
20,40,0.0111,19.6197,-8746.38,368.96,0.4995
39,119,0.0111,19.5825,-6227.08,368.26,0.5035
46,94,0.0111,19.6112,-6717.04,368.8,0.5022
42,99,0.0111,19.5464,-6240.76,367.58,0.5022
32,119,0.011,19.44,-6246.26,365.58,0.5028
53,109,0.011,19.3666,-5665.64,364.2,0.5062
41,99,0.0109,19.2199,-6310.4,361.44,0.502
60,112,0.0109,19.1752,-6942.74,360.6,0.5047
41,123,0.0109,19.1943,-6022.88,360.96,0.5047
35,111,0.0108,19.0763,-6567.6,358.74,0.5026
39,118,0.0105,18.5722,-6118.58,349.26,0.5035
27,123,0.0105,18.5137,-6714.68,348.16,0.5016
42,85,0.0104,18.3137,-5259.94,344.4,0.5024
44,89,0.0104,18.3999,-5884.82,346.02,0.5018
21,39,0.0104,18.2903,-8519.38,343.96,0.4995
41,88,0.0102,18.0457,-5267.5,339.36,0.5024
36,99,0.0102,18.0691,-5444.52,339.8,0.5014
39,90,0.0102,17.9777,-5705.75,338.08,0.5016
44,81,0.0101,17.7331,-5672.5,333.48,0.5024
61,74,0.0101,17.7767,-6563.04,334.3,0.5031
45,107,0.0101,17.833,-6273.48,335.36,0.5039
72,92,0.0101,17.8192,-6524.24,335.1,0.5043
55,116,0.01,17.631,-6377.28,331.56,0.505
2,12,0.01,17.6416,-12086.69,331.76,0.487
39,93,0.0097,17.1641,-5267.5,322.78,0.5024
51,119,0.0097,17.1258,-6352.28,322.06,0.5066
53,80,0.0096,16.9652,-6403.8,319.04,0.5028
27,124,0.0096,17.0035,-6743.08,319.76,0.5018
37,110,0.0096,16.928,-6507.0,318.34,0.5022
45,77,0.0096,16.9524,-5909.75,318.8,0.5022
42,123,0.0095,16.7355,-6199.12,314.72,0.5056
46,75,0.0095,16.7929,-5912.75,315.8,0.502
53,122,0.0095,16.7291,-6702.24,314.6,0.5054
35,109,0.0094,16.5153,-6138.76,310.58,0.5022
37,124,0.0093,16.4419,-5995.64,309.2,0.5041
68,88,0.0093,16.4217,-5910.52,308.82,0.5062
69,87,0.0093,16.4217,-5910.52,308.82,0.5062
43,81,0.0093,16.3866,-5454.68,308.16,0.502
74,95,0.0091,15.9687,-6838.54,300.3,0.5039
29,35,0.0091,15.9729,-9117.46,300.38,0.5003
37,98,0.0091,16.024,-5645.0,301.34,0.5014
54,81,0.0091,16.1027,-6623.52,302.82,0.5026
44,91,0.0091,15.9942,-6437.06,300.78,0.5022
75,94,0.0091,15.9687,-6838.54,300.3,0.5039
71,93,0.0091,16.142,-6623.78,303.56,0.5043
39,88,0.0091,16.0889,-6030.75,302.56,0.5018
55,80,0.0091,16.1027,-6623.52,302.82,0.5026
39,100,0.009,15.9357,-6327.16,299.68,0.5016
43,91,0.009,15.9315,-5900.74,299.6,0.5016
42,93,0.009,15.9315,-5900.74,299.6,0.5016
42,92,0.009,15.8464,-5902.34,298.0,0.5014
63,69,0.0089,15.7762,-6461.16,296.68,0.5031
62,70,0.0089,15.7762,-6461.16,296.68,0.5031
54,114,0.0088,15.5465,-6456.98,292.36,0.506
65,107,0.0088,15.5858,-6691.24,293.1,0.5047
62,73,0.0087,15.3306,-6609.04,288.3,0.5028
43,102,0.0086,15.1562,-5997.82,285.02,0.5031
40,86,0.0086,15.0892,-6030.75,283.76,0.5016
40,109,0.0086,15.1976,-6184.04,285.8,0.5026
42,98,0.0085,14.9658,-6243.4,281.44,0.502
14,98,0.0084,14.751,-8153.44,277.4,0.4953
47,92,0.0083,14.6127,-6717.04,274.8,0.502
46,108,0.0082,14.4532,-6127.04,271.8,0.5041
41,116,0.0082,14.4574,-6111.96,271.88,0.5045
42,118,0.0082,14.3979,-6165.08,270.76,0.5043
58,110,0.0082,14.5202,-6355.78,273.06,0.505
3,10,0.0081,14.3085,-12934.14,269.08,0.491
41,92,0.008,14.1788,-5902.7,266.64,0.5018
42,90,0.008,14.1788,-5902.7,266.64,0.5018
57,79,0.0079,13.8672,-6436.56,260.78,0.5031
14,97,0.0078,13.7406,-8153.44,258.4,0.4955
39,91,0.0078,13.7119,-5254.5,257.86,0.5022
50,117,0.0078,13.6811,-5711.56,257.28,0.5064
50,115,0.0078,13.7651,-6145.58,258.86,0.5066
42,117,0.0078,13.8395,-6165.08,260.26,0.5043
41,97,0.0076,13.4099,-6327.16,252.18,0.5018
43,120,0.0076,13.4152,-6258.06,252.28,0.5045
53,83,0.0075,13.2035,-6777.04,248.3,0.5024
4,12,0.0075,13.1536,-10059.74,247.36,0.4946
30,123,0.0075,13.1451,-6852.14,247.2,0.5026
62,95,0.0075,13.245,-6495.76,249.08,0.506
32,112,0.0074,13.1248,-5919.92,246.82,0.5026
52,124,0.0073,12.8611,-6755.98,241.86,0.5052
30,34,0.0073,12.9153,-9174.96,242.88,0.5001
61,96,0.0072,12.6686,-6586.6,238.24,0.506
35,113,0.0072,12.6877,-6534.74,238.6,0.5024
52,113,0.0072,12.7494,-5831.58,239.76,0.5064
56,115,0.0072,12.6324,-6357.78,237.56,0.505
33,116,0.0071,12.5803,-6246.26,236.58,0.5028
60,111,0.007,12.3421,-6838.74,232.1,0.505
31,33,0.007,12.4368,-9183.96,233.88,0.4999
38,99,0.0069,12.1719,-5495.44,228.9,0.5018
39,112,0.0068,11.9539,-6184.04,224.8,0.5028
34,105,0.0068,12.0337,-5519.54,226.3,0.5014
4,13,0.0067,11.8848,-10506.1,223.5,0.4946
43,116,0.0066,11.6859,-6195.08,219.76,0.5041
46,88,0.0066,11.688,-6352.54,219.8,0.5024
42,84,0.0066,11.6976,-5453.75,219.98,0.5026
52,120,0.0066,11.6221,-6764.78,218.56,0.505
57,115,0.0065,11.4594,-6439.34,215.5,0.5056
39,94,0.0064,11.3435,-5315.0,213.32,0.5018
57,75,0.0063,11.0627,-6403.8,208.04,0.5028
38,90,0.0063,11.1169,-6093.75,209.06,0.5016
34,103,0.0063,11.0446,-5519.54,207.7,0.5014
40,87,0.0063,11.0638,-6076.25,208.06,0.5016
54,118,0.0062,10.9574,-6502.78,206.06,0.5047
56,104,0.0062,10.968,-6544.58,206.26,0.506
41,94,0.0062,10.9808,-5902.34,206.5,0.5012
47,87,0.0062,10.9702,-6352.54,206.3,0.5024
39,92,0.0061,10.733,-5267.5,201.84,0.5024
40,111,0.0061,10.7319,-5848.02,201.82,0.5028
57,77,0.0059,10.3863,-6623.52,195.32,0.5024
54,119,0.0059,10.3991,-6801.78,195.56,0.505
40,110,0.0058,10.3055,-6184.04,193.8,0.5026
41,100,0.0058,10.3129,-6310.4,193.94,0.502
64,68,0.0057,10.0864,-6461.16,189.68,0.5028
65,67,0.0057,10.0864,-6461.16,189.68,0.5028
58,114,0.0057,9.9758,-6467.24,187.6,0.5054
29,123,0.0057,10.0045,-6163.1,188.14,0.5028
40,118,0.0055,9.7769,-5944.48,183.86,0.5043
67,89,0.0055,9.7482,-6036.02,183.32,0.506
39,89,0.0055,9.628,-6103.25,181.06,0.5014
35,114,0.0054,9.5334,-6333.56,179.28,0.5026
47,89,0.0054,9.4664,-6676.82,178.02,0.502
33,111,0.0054,9.5142,-5919.92,178.92,0.5024
46,105,0.0054,9.511,-6303.48,178.86,0.5035
38,124,0.0054,9.5887,-5729.02,180.32,0.5041
58,74,0.0052,9.1547,-6293.68,172.16,0.5031
33,107,0.0051,8.9176,-5519.54,167.7,0.5014
37,109,0.0048,8.439,-6555.64,158.7,0.5016
51,121,0.0048,8.4316,-6764.78,158.56,0.505
19,40,0.0048,8.4656,-8713.64,159.2,0.4993
38,95,0.0047,8.2593,-5315.0,155.32,0.5018
15,55,0.0047,8.2869,-8802.5,155.84,0.4955
38,122,0.0047,8.2529,-5767.64,155.2,0.5037
29,116,0.0046,8.0891,-6383.25,152.12,0.5012
36,109,0.0044,7.7158,-6488.74,145.1,0.5028
36,111,0.0043,7.6414,-6555.64,143.7,0.5022
41,125,0.0043,7.5425,-6308.5,141.84,0.5047
45,108,0.0043,7.5733,-6249.92,142.42,0.5039
47,104,0.0042,7.3308,-6123.48,137.86,0.5033
50,116,0.0042,7.3266,-5711.56,137.78,0.5062
67,81,0.0041,7.3191,-5899.0,137.64,0.5047
73,74,0.0041,7.3191,-5899.0,137.64,0.5047
68,80,0.0041,7.3191,-5899.0,137.64,0.5047
54,82,0.004,7.0883,-6777.04,133.3,0.5026
44,116,0.004,7.1266,-6149.82,134.02,0.5039
70,86,0.0039,6.7969,-5910.52,127.82,0.5058
55,115,0.0038,6.7033,-6502.78,126.06,0.5047
54,121,0.0038,6.7586,-6576.74,127.1,0.5054
42,104,0.0038,6.6214,-5997.82,124.52,0.5024
45,91,0.0038,6.7342,-6291.2,126.64,0.502
41,105,0.0036,6.2758,-6225.82,118.02,0.5022
41,120,0.0035,6.1471,-5828.74,115.6,0.5045
55,81,0.0034,5.9716,-6823.04,112.3,0.5026
27,122,0.0034,5.9376,-6453.18,111.66,0.5012
36,107,0.0034,5.9855,-6051.28,112.56,0.5022
44,108,0.0033,5.811,-6194.56,109.28,0.5035
52,116,0.0033,5.8525,-6627.28,110.06,0.5064
57,98,0.0032,5.6303,-5672.25,105.88,0.5052
60,75,0.0032,5.6802,-6545.52,106.82,0.5031
39,97,0.0031,5.525,-5495.44,103.9,0.5016
56,117,0.003,5.2963,-6555.24,99.6,0.5054
37,106,0.003,5.3208,-6051.28,100.06,0.5022
42,114,0.0029,5.1772,-5861.48,97.36,0.5045
44,95,0.0028,4.8741,-6628.18,91.66,0.502
51,103,0.0028,4.9092,-6529.52,92.32,0.5047
41,106,0.0028,5.0262,-6149.32,94.52,0.5024
64,79,0.0027,4.7018,-6699.92,88.42,0.5043
54,93,0.0027,4.7114,-5793.74,88.6,0.5039
46,92,0.0027,4.7943,-6628.18,90.16,0.502
34,110,0.0026,4.5731,-6067.34,86.0,0.5022
37,105,0.0026,4.5231,-6051.28,85.06,0.502
39,96,0.0026,4.4997,-5534.22,84.62,0.5016
32,114,0.0025,4.4093,-5944.92,82.92,0.5026
43,118,0.0025,4.4147,-6329.82,83.02,0.5043
40,98,0.0024,4.237,-6327.16,79.68,0.502
41,96,0.0024,4.237,-6327.16,79.68,0.502
39,121,0.0023,4.0584,-5729.02,76.32,0.5039
32,118,0.0021,3.7,-6246.26,69.58,0.5028
37,122,0.002,3.4671,-6069.64,65.2,0.5031
40,91,0.002,3.6043,-5542.04,67.78,0.5024
38,97,0.0019,3.3416,-5645.0,62.84,0.5016
38,98,0.0019,3.315,-5645.0,62.34,0.5014
58,87,0.0019,3.2661,-6699.92,61.42,0.5043
61,72,0.0019,3.3331,-6461.16,62.68,0.5028
56,90,0.0019,3.3288,-6498.74,62.6,0.5041
30,124,0.0018,3.2544,-6852.14,61.2,0.5024
45,90,0.0018,3.1523,-6370.06,59.28,0.502
52,85,0.0017,3.0204,-6823.04,56.8,0.5022
64,103,0.0017,3.0629,-6908.74,57.6,0.5045
39,111,0.0017,3.0736,-6338.04,57.8,0.5024
3,11,0.0015,2.6864,-12146.99,50.52,0.4921
41,86,0.0015,2.562,-5452.66,48.18,0.5022
40,107,0.0015,2.5833,-6326.26,48.58,0.5024
45,93,0.0014,2.5535,-6676.82,48.02,0.5018
42,105,0.0014,2.4493,-6210.78,46.06,0.5026
46,91,0.0014,2.5535,-6676.82,48.02,0.5018
34,114,0.0013,2.2834,-6167.4,42.94,0.5024
29,125,0.0013,2.3185,-6820.14,43.6,0.5026
18,43,0.0012,2.1164,-9089.04,39.8,0.4988
49,121,0.0012,2.0622,-6393.06,38.78,0.5064
42,103,0.0012,2.1547,-6225.82,40.52,0.5024
66,90,0.0012,2.1674,-6282.58,40.76,0.5058
59,74,0.0011,2.0037,-6461.16,37.68,0.5026
46,89,0.0011,1.9484,-6291.2,36.64,0.502
60,73,0.0011,2.0037,-6461.16,37.68,0.5026
35,103,0.001,1.691,-5519.54,31.8,0.5009
38,110,0.001,1.6793,-6393.26,31.58,0.5022
44,115,0.0009,1.5963,-6149.82,30.02,0.5039
42,94,0.0009,1.5251,-6713.16,28.68,0.5018
58,113,0.0009,1.675,-6439.34,31.5,0.5056
29,122,0.0008,1.3634,-6226.2,25.64,0.5026
43,103,0.0007,1.2528,-6319.28,23.56,0.5028
49,123,0.0007,1.2262,-6025.28,23.06,0.5062
59,83,0.0007,1.1826,-6529.1,22.24,0.5041
42,101,0.0006,1.1209,-6086.76,21.08,0.5022
45,111,0.0005,0.8115,-6015.08,15.26,0.5041
42,97,0.0004,0.6923,-6511.82,13.02,0.5016
40,117,0.0004,0.7838,-6165.6,14.74,0.5035
38,96,0.0004,0.7094,-5645.0,13.34,0.5016
43,94,0.0004,0.7859,-6437.06,14.78,0.5016
63,78,0.0003,0.5179,-6529.1,9.74,0.5041
45,112,0.0003,0.5403,-6019.68,10.16,0.5039
33,110,0.0002,0.318,-6196.86,5.98,0.5022
49,117,0.0001,0.1521,-6145.58,2.86,0.5064
67,68,-0.0,-0.0617,-6898.5,-1.16,0.5026
76,79,0.0,0.017,-5862.25,0.32,0.5062
77,78,0.0,0.017,-5862.25,0.32,0.5062
66,69,-0.0,-0.0617,-6898.5,-1.16,0.5026
43,82,0.0,0.0787,-5672.25,1.48,0.5022
64,71,-0.0,-0.0617,-6898.5,-1.16,0.5026
63,72,-0.0,-0.0617,-6898.5,-1.16,0.5026
58,78,-0.0,-0.0617,-6898.5,-1.16,0.5026
