S,L,sharpe,ann_return,max_drawdown,total_pnl,hit_rate
19,79,0.1537,271.1358,-5341.48,5098.86,0.5007
67,124,0.1537,271.1762,-6508.22,5099.62,0.5071
114,120,0.1537,271.206,-5397.0,5100.18,0.5058
116,118,0.1537,271.206,-5397.0,5100.18,0.5058
115,119,0.1537,271.206,-5397.0,5100.18,0.5058
113,121,0.1537,271.206,-5397.0,5100.18,0.5058
96,122,0.1536,271.0178,-5574.2,5096.64,0.5058
11,96,0.1536,271.0529,-6302.0,5097.3,0.4988
75,103,0.1536,270.9901,-5783.22,5096.12,0.5073
4,72,0.1535,270.737,-7217.75,5091.36,0.4967
5,120,0.1535,270.854,-8246.92,5093.56,0.5022
23,101,0.1535,270.8125,-4912.06,5092.78,0.5041
19,77,0.1534,270.5881,-5959.28,5088.56,0.5009
13,114,0.1534,270.669,-6439.26,5090.08,0.5007
70,108,0.1534,270.7243,-5779.22,5091.12,0.5073
20,107,0.1534,270.6892,-4576.0,5090.46,0.5043
20,110,0.1533,270.4116,-4844.6,5085.24,0.5041
5,76,0.1532,270.3095,-6209.25,5083.32,0.4974
17,122,0.1531,270.1053,-4542.36,5079.48,0.5062
19,106,0.1531,270.034,-4947.2,5078.14,0.5031
8,103,0.153,269.9819,-6573.32,5077.16,0.4988
7,99,0.153,269.95,-7795.42,5076.56,0.4988
104,113,0.153,269.9543,-5574.2,5076.64,0.5058
78,107,0.153,269.9851,-6044.62,5077.22,0.5066
105,112,0.153,269.9543,-5574.2,5076.64,0.5058
13,115,0.1529,269.7001,-6250.48,5071.86,0.5016
71,110,0.1529,269.7873,-5710.34,5073.5,0.5073
72,108,0.1529,269.7873,-5710.34,5073.5,0.5073
20,73,0.1529,269.6852,-6081.76,5071.58,0.5018
19,58,0.1528,269.6448,-5961.0,5070.82,0.5012
19,95,0.1528,269.5065,-6261.62,5068.22,0.5024
82,102,0.1528,269.5065,-6053.62,5068.22,0.5064
2,92,0.1528,269.5342,-7772.9,5068.74,0.5009
2,24,0.1528,269.5788,-9182.52,5069.58,0.4957
19,80,0.1527,269.4342,-5341.48,5066.86,0.5003
8,67,0.1527,269.3449,-6184.07,5065.18,0.4969
67,122,0.1526,269.1822,-6413.22,5062.12,0.5071
3,118,0.1525,269.0694,-6832.98,5060.0,0.502
20,72,0.1525,269.1003,-6109.76,5060.58,0.5016
10,111,0.1525,269.0077,-6288.0,5058.84,0.5007
20,71,0.1524,268.8078,-6223.76,5055.08,0.5007
5,56,0.1524,268.8971,-6544.79,5056.76,0.4991
24,52,0.1524,268.8461,-5804.0,5055.8,0.5003
12,126,0.1523,268.7557,-5405.0,5054.1,0.5026
77,109,0.1523,268.7057,-6068.68,5053.16,0.5066
6,120,0.1523,268.7014,-7713.4,5053.08,0.5016
18,81,0.1523,268.6366,-5516.98,5051.86,0.5005
93,126,0.1522,268.5983,-5574.2,5051.14,0.5056
97,121,0.1522,268.5983,-5574.2,5051.14,0.5056
98,120,0.1522,268.5983,-5574.2,5051.14,0.5056
19,60,0.1521,268.342,-5939.52,5046.32,0.5003
11,126,0.1521,268.3547,-5335.5,5046.56,0.502
80,105,0.152,268.2271,-6077.68,5044.16,0.5064
15,78,0.152,268.1261,-5457.58,5042.26,0.5005
26,27,0.1519,267.9878,-6665.0,5039.66,0.5012
96,99,0.1519,268.0112,-6220.24,5040.1,0.5064
94,101,0.1519,268.0112,-6220.24,5040.1,0.5064
95,100,0.1519,268.0112,-6220.24,5040.1,0.5064
97,98,0.1519,268.0112,-6220.24,5040.1,0.5064
14,113,0.1517,267.6826,-6487.92,5033.92,0.5014
83,101,0.1517,267.6932,-6087.72,5034.12,0.5064
7,67,0.1517,267.689,-5581.01,5034.04,0.4991
20,120,0.1517,267.6847,-5939.0,5033.96,0.5062
87,106,0.1516,267.4029,-5691.68,5028.66,0.5062
8,65,0.1516,267.5039,-5811.99,5030.56,0.4976
85,108,0.1516,267.4029,-5691.68,5028.66,0.5062
86,107,0.1516,267.4029,-5691.68,5028.66,0.5062
62,121,0.1515,267.2412,-6184.22,5025.62,0.5071
28,97,0.1515,267.3093,-4568.44,5026.9,0.5056
5,36,0.1515,267.3646,-6723.18,5027.94,0.4991
61,123,0.1515,267.2412,-6184.22,5025.62,0.5071
115,126,0.1514,267.1477,-4880.5,5023.86,0.5054
3,44,0.1514,267.1913,-8810.93,5024.68,0.4997
4,51,0.1514,267.1423,-6770.59,5023.76,0.5016
75,113,0.1514,267.1104,-6068.68,5023.16,0.5069
24,31,0.1512,266.8158,-6377.5,5017.62,0.5028
20,105,0.1512,266.7031,-4892.34,5015.5,0.5041
79,106,0.1512,266.7946,-6104.62,5017.22,0.5062
25,28,0.1512,266.7116,-6663.5,5015.66,0.5012
76,112,0.1511,266.6318,-6077.68,5014.16,0.5066
6,77,0.151,266.4638,-6381.25,5011.0,0.4984
18,75,0.151,266.4436,-5675.22,5010.62,0.5009
95,124,0.1508,265.9927,-5574.2,5002.14,0.5054
5,52,0.1508,266.0214,-6399.87,5002.68,0.5003
99,119,0.1508,265.9927,-5574.2,5002.14,0.5054
94,125,0.1508,265.9927,-5574.2,5002.14,0.5054
99,120,0.1507,265.8863,-5574.2,5000.14,0.5056
87,109,0.1507,265.9108,-6220.24,5000.6,0.5062
104,114,0.1507,265.8863,-5574.2,5000.14,0.5056
16,70,0.1507,265.8183,-5348.48,4998.86,0.5009
93,102,0.1507,265.9108,-6220.24,5000.6,0.5062
6,12,0.1507,265.8044,-7476.37,4998.6,0.4974
98,121,0.1507,265.8863,-5574.2,5000.14,0.5056
106,112,0.1507,265.8863,-5574.2,5000.14,0.5056
107,111,0.1507,265.8863,-5574.2,5000.14,0.5056
108,110,0.1507,265.8863,-5574.2,5000.14,0.5056
103,115,0.1507,265.8863,-5574.2,5000.14,0.5056
105,113,0.1507,265.8863,-5574.2,5000.14,0.5056
73,107,0.1506,265.7459,-5786.34,4997.5,0.5071
6,122,0.1506,265.6332,-7592.1,4995.38,0.5026
76,125,0.1506,265.7247,-6418.74,4997.1,0.5062
77,123,0.1506,265.7247,-6418.74,4997.1,0.5062
10,53,0.1506,265.6906,-5679.09,4996.46,0.4982
96,106,0.1505,265.5354,-6222.8,4993.54,0.5062
95,107,0.1505,265.5354,-6222.8,4993.54,0.5062
94,126,0.1505,265.5673,-5574.2,4994.14,0.5054
67,113,0.1504,265.3801,-6232.22,4990.62,0.5071
4,69,0.1504,265.2982,-6237.25,4989.08,0.4963
8,11,0.1504,265.3556,-6696.23,4990.16,0.4953
116,122,0.1503,265.2312,-5351.5,4987.82,0.5054
118,120,0.1503,265.2312,-5351.5,4987.82,0.5054
117,121,0.1503,265.2312,-5351.5,4987.82,0.5054
29,94,0.1502,264.9696,-4568.44,4982.9,0.5047
79,108,0.1501,264.8186,-6111.78,4980.06,0.5066
4,54,0.1501,264.7643,-6755.81,4979.04,0.502
59,124,0.1501,264.7781,-6165.04,4979.3,0.5064
65,116,0.1501,264.7952,-6243.22,4979.62,0.5069
24,28,0.1501,264.893,-6892.5,4981.46,0.5014
9,74,0.15,264.6473,-6203.14,4976.84,0.4984
20,75,0.15,264.7133,-6192.76,4978.08,0.5014
6,75,0.1499,264.508,-6389.75,4974.22,0.4986
6,72,0.1499,264.5016,-5770.34,4974.1,0.4982
15,61,0.1499,264.4176,-6276.0,4972.52,0.4999
15,82,0.1499,264.5388,-5480.54,4974.8,0.4991
18,102,0.1498,264.3442,-5559.2,4971.14,0.5026
40,80,0.1498,264.3283,-5240.9,4970.84,0.505
16,121,0.1497,264.1996,-4862.92,4968.42,0.5056
9,12,0.1497,264.0411,-7680.45,4965.44,0.4931
12,96,0.1497,264.0783,-6573.2,4966.14,0.4995
4,67,0.1496,264.005,-6360.25,4964.76,0.4965
8,10,0.1495,263.7763,-8490.51,4960.46,0.4965
77,110,0.1495,263.7604,-6077.68,4960.16,0.5064
11,67,0.1494,263.504,-6091.25,4955.34,0.4988
18,60,0.1494,263.5721,-6147.5,4956.62,0.5005
77,101,0.1494,263.5338,-6003.94,4955.9,0.5069
13,116,0.1493,263.4615,-5831.8,4954.54,0.5018
18,80,0.1493,263.3722,-5516.98,4952.86,0.5003
6,100,0.1493,263.3679,-8555.2,4952.78,0.498
9,39,0.1493,263.4094,-6829.31,4953.56,0.5007
14,117,0.1492,263.2743,-5886.12,4951.02,0.5012
80,104,0.1492,263.2318,-6044.62,4950.22,0.5066
102,116,0.1492,263.2807,-5574.2,4951.14,0.5054
112,126,0.1491,263.1308,-5437.0,4948.32,0.5054
6,76,0.1491,263.0723,-6403.25,4947.22,0.4982
8,104,0.149,262.9117,-6498.78,4944.2,0.4988
19,91,0.149,262.833,-6263.62,4942.72,0.5007
116,121,0.1489,262.6522,-5437.0,4939.32,0.5052
117,120,0.1489,262.6522,-5437.0,4939.32,0.5052
8,16,0.1489,262.7213,-6929.27,4940.62,0.4938
118,119,0.1489,262.6522,-5437.0,4939.32,0.5052
9,73,0.1488,262.5118,-6243.56,4936.68,0.4993
41,78,0.1487,262.2619,-4832.76,4931.98,0.5056
11,43,0.1487,262.2768,-6379.84,4932.26,0.4991
72,116,0.1487,262.3278,-6418.62,4933.22,0.5062
82,113,0.1486,262.1119,-5691.68,4929.16,0.5062
85,109,0.1486,262.1119,-5691.68,4929.16,0.5062
78,109,0.1485,261.9471,-6111.78,4926.06,0.5064
81,105,0.1485,261.9471,-6111.78,4926.06,0.5064
2,25,0.1485,261.9864,-8401.8,4926.8,0.4967
78,106,0.1485,261.9822,-6296.62,4926.72,0.5064
25,64,0.1485,262.0321,-6038.68,4927.66,0.5016
15,79,0.1484,261.7875,-5986.28,4923.06,0.4999
7,121,0.1484,261.8162,-6979.38,4923.6,0.5016
20,109,0.1484,261.9035,-4871.1,4925.24,0.5037
22,107,0.1483,261.6695,-5072.5,4920.84,0.5045
14,85,0.1483,261.6748,-6114.9,4920.94,0.4986
10,109,0.1483,261.5631,-5996.5,4918.84,0.5001
28,98,0.1482,261.4217,-4472.16,4916.18,0.5056
69,119,0.1482,261.4451,-6558.72,4916.62,0.5066
7,113,0.1482,261.4866,-7827.58,4917.4,0.5001
20,99,0.1482,261.4302,-5466.0,4916.34,0.502
23,102,0.1482,261.4536,-4912.06,4916.78,0.5041
115,125,0.1481,261.2451,-4880.5,4912.86,0.5052
117,123,0.1481,261.2451,-4880.5,4912.86,0.5052
6,118,0.1481,261.2058,-7830.16,4912.12,0.5009
114,126,0.1481,261.2451,-4880.5,4912.86,0.5052
116,124,0.1481,261.2451,-4880.5,4912.86,0.5052
17,71,0.1481,261.2802,-5132.49,4913.52,0.5018
19,102,0.1481,261.36,-4933.82,4915.02,0.5028
6,62,0.1481,261.2973,-7517.21,4913.84,0.4963
118,122,0.1481,261.2451,-4880.5,4912.86,0.5052
119,121,0.1481,261.2451,-4880.5,4912.86,0.5052
12,93,0.148,261.0484,-6482.18,4909.16,0.4991
61,122,0.148,261.0463,-6468.72,4909.12,0.5069
18,119,0.1479,260.8814,-4544.0,4906.02,0.5062
6,74,0.1479,260.8921,-6297.75,4906.22,0.4982
85,98,0.1479,260.9399,-6087.72,4907.12,0.5064
8,45,0.1479,260.9335,-6482.55,4907.0,0.5009
7,105,0.1479,261.0186,-8252.38,4908.6,0.4997
86,97,0.1479,260.9399,-6087.72,4907.12,0.5064
113,125,0.1478,260.6847,-5437.0,4902.32,0.5052
114,124,0.1478,260.6847,-5437.0,4902.32,0.5052
106,111,0.1478,260.6751,-5574.2,4902.14,0.5054
115,123,0.1478,260.6847,-5437.0,4902.32,0.5052
107,110,0.1478,260.6751,-5574.2,4902.14,0.5054
108,109,0.1478,260.6751,-5574.2,4902.14,0.5054
97,122,0.1478,260.6751,-5574.2,4902.14,0.5054
16,78,0.1478,260.7038,-5833.66,4902.68,0.5001
5,48,0.1477,260.5634,-6501.76,4900.04,0.502
87,107,0.1476,260.4635,-5691.68,4898.16,0.506
34,83,0.1476,260.4135,-4757.12,4897.22,0.5047
87,108,0.1476,260.4635,-5691.68,4898.16,0.506
96,97,0.1476,260.4635,-5691.68,4898.16,0.506
92,101,0.1476,260.4635,-5691.68,4898.16,0.506
89,105,0.1476,260.4635,-5691.68,4898.16,0.506
12,65,0.1476,260.4199,-5809.75,4897.34,0.4995
93,100,0.1476,260.4635,-5691.68,4898.16,0.506
94,99,0.1476,260.4635,-5691.68,4898.16,0.506
86,108,0.1476,260.4635,-5691.68,4898.16,0.506
82,114,0.1476,260.4635,-5691.68,4898.16,0.506
85,110,0.1476,260.4635,-5691.68,4898.16,0.506
93,101,0.1476,260.4635,-5691.68,4898.16,0.506
15,76,0.1476,260.3486,-5621.84,4896.0,0.5014
81,115,0.1476,260.4635,-5691.68,4898.16,0.506
81,116,0.1476,260.4635,-5691.68,4898.16,0.506
88,106,0.1476,260.4635,-5691.68,4898.16,0.506
95,98,0.1476,260.4635,-5691.68,4898.16,0.506
92,102,0.1476,260.4635,-5691.68,4898.16,0.506
83,112,0.1476,260.4635,-5691.68,4898.16,0.506
83,113,0.1476,260.4635,-5691.68,4898.16,0.506
86,109,0.1476,260.4635,-5691.68,4898.16,0.506
90,104,0.1476,260.4635,-5691.68,4898.16,0.506
91,103,0.1476,260.4635,-5691.68,4898.16,0.506
91,102,0.1476,260.4635,-5691.68,4898.16,0.506
84,111,0.1476,260.4635,-5691.68,4898.16,0.506
19,75,0.1476,260.3263,-5939.26,4895.58,0.5012
2,125,0.1475,260.2082,-6898.62,4893.36,0.5022
92,100,0.1474,260.0912,-5691.68,4891.16,0.506
95,97,0.1474,260.0912,-5691.68,4891.16,0.506
14,126,0.1474,260.0742,-4973.5,4890.84,0.5045
90,102,0.1474,260.0912,-5691.68,4891.16,0.506
89,103,0.1474,260.0912,-5691.68,4891.16,0.506
84,109,0.1474,260.0912,-5691.68,4891.16,0.506
93,99,0.1474,260.0912,-5691.68,4891.16,0.506
94,98,0.1474,260.0912,-5691.68,4891.16,0.506
18,87,0.1474,260.0795,-6865.4,4890.94,0.4999
91,101,0.1474,260.0912,-5691.68,4891.16,0.506
16,31,0.1474,260.1348,-6962.57,4891.98,0.4991
88,104,0.1474,260.0912,-5691.68,4891.16,0.506
112,122,0.1472,259.7732,-5397.0,4885.18,0.5056
111,123,0.1472,259.7732,-5397.0,4885.18,0.5056
110,124,0.1472,259.7732,-5397.0,4885.18,0.5056
7,114,0.1472,259.6807,-7743.04,4883.44,0.5005
108,126,0.1472,259.7732,-5397.0,4885.18,0.5056
31,56,0.1472,259.7488,-5682.62,4884.72,0.5022
109,125,0.1472,259.7732,-5397.0,4885.18,0.5056
7,112,0.1471,259.5169,-7902.12,4880.36,0.4999
7,64,0.1471,259.5903,-5850.75,4881.74,0.4988
19,103,0.1471,259.5786,-5016.32,4881.52,0.5024
2,101,0.1471,259.5637,-7768.04,4881.24,0.5016
22,106,0.1471,259.4627,-5072.5,4879.34,0.5045
20,102,0.1471,259.5754,-5184.38,4881.46,0.5035
20,74,0.147,259.3425,-6192.76,4877.08,0.5016
82,104,0.147,259.2723,-6162.08,4875.76,0.5062
7,12,0.1469,259.2564,-7260.01,4875.46,0.4948
10,52,0.1468,258.9373,-6370.09,4869.46,0.4984
1,122,0.1467,258.8937,-7368.98,4868.64,0.5028
9,122,0.1467,258.8373,-5789.26,4867.58,0.5012
69,121,0.1467,258.8076,-6740.82,4867.02,0.5066
13,88,0.1466,258.5927,-6380.86,4862.98,0.4986
80,103,0.1466,258.6587,-6296.62,4864.22,0.5062
17,59,0.1466,258.6108,-6020.0,4863.32,0.4993
12,123,0.1465,258.5449,-5700.5,4862.08,0.5018
9,42,0.1465,258.3885,-6611.73,4859.14,0.5007
72,109,0.1465,258.514,-5786.34,4861.5,0.5066
19,82,0.1464,258.3779,-6837.9,4858.94,0.4995
71,119,0.1464,258.2301,-6391.68,4856.16,0.5066
76,109,0.1464,258.2067,-6367.62,4855.72,0.5062
75,110,0.1464,258.2067,-6367.62,4855.72,0.5062
20,59,0.1464,258.2524,-5786.33,4856.58,0.5009
77,107,0.1464,258.2067,-6367.62,4855.72,0.5062
81,96,0.1463,258.1365,-6105.44,4854.4,0.5066
78,100,0.1463,258.1365,-6105.44,4854.4,0.5066
82,95,0.1463,258.1365,-6105.44,4854.4,0.5066
100,118,0.1463,258.0695,-5574.2,4853.14,0.5052
80,97,0.1463,258.1365,-6105.44,4854.4,0.5066
101,117,0.1463,258.0695,-5574.2,4853.14,0.5052
83,94,0.1463,258.1365,-6105.44,4854.4,0.5066
85,99,0.1463,258.1184,-6111.78,4854.06,0.5062
79,99,0.1463,258.1365,-6105.44,4854.4,0.5066
96,123,0.1463,258.0695,-5574.2,4853.14,0.5052
84,100,0.1463,258.1184,-6111.78,4854.06,0.5062
86,98,0.1463,258.1184,-6111.78,4854.06,0.5062
24,103,0.1463,258.1429,-4688.32,4854.52,0.5041
12,91,0.1462,257.8632,-6559.58,4849.26,0.4988
93,115,0.1461,257.7185,-6127.8,4846.54,0.5064
101,106,0.1461,257.7185,-6127.8,4846.54,0.5064
21,30,0.1461,257.7972,-6432.82,4848.02,0.5005
99,108,0.1461,257.7185,-6127.8,4846.54,0.5064
27,98,0.1461,257.7015,-4967.12,4846.22,0.5052
103,104,0.1461,257.7185,-6127.8,4846.54,0.5064
89,122,0.1461,257.7717,-5879.8,4847.54,0.5062
102,105,0.1461,257.7185,-6127.8,4846.54,0.5064
98,109,0.1461,257.7185,-6127.8,4846.54,0.5064
87,125,0.1461,257.7717,-5879.8,4847.54,0.5062
94,114,0.1461,257.7185,-6127.8,4846.54,0.5064
12,92,0.1461,257.7121,-6375.42,4846.42,0.4988
100,107,0.1461,257.7185,-6127.8,4846.54,0.5064
5,20,0.146,257.5154,-7485.0,4842.72,0.495
106,110,0.146,257.6441,-5780.2,4845.14,0.5056
105,111,0.146,257.6441,-5780.2,4845.14,0.5056
98,119,0.146,257.6441,-5780.2,4845.14,0.5056
99,118,0.146,257.6441,-5780.2,4845.14,0.5056
100,117,0.146,257.6441,-5780.2,4845.14,0.5056
107,109,0.146,257.6441,-5780.2,4845.14,0.5056
21,113,0.146,257.5313,-5716.5,4843.02,0.5064
95,123,0.146,257.6441,-5780.2,4845.14,0.5056
3,119,0.1459,257.475,-7130.02,4841.96,0.5022
18,95,0.1459,257.3601,-6481.54,4839.8,0.5007
45,72,0.1458,257.1995,-4861.46,4836.78,0.5047
27,100,0.1457,257.0847,-4509.0,4834.62,0.5058
26,100,0.1457,257.0687,-4872.02,4834.32,0.505
22,55,0.1457,257.007,-5987.75,4833.16,0.5009
54,61,0.1457,257.1304,-5154.0,4835.48,0.5047
72,107,0.1456,256.8188,-6049.72,4829.62,0.5073
7,66,0.1456,256.8943,-5581.01,4831.04,0.4984
8,63,0.1456,256.9219,-5811.99,4831.56,0.4974
18,117,0.1456,256.8666,-4529.0,4830.52,0.5056
85,111,0.1456,256.9007,-5691.68,4831.16,0.506
16,69,0.1456,256.8252,-5455.1,4829.74,0.5012
7,70,0.1455,256.7231,-5690.12,4827.82,0.4986
79,97,0.1454,256.5529,-5341.72,4824.62,0.5075
77,108,0.1454,256.5848,-6296.62,4825.22,0.5064
20,35,0.1454,256.5327,-6658.1,4824.24,0.502
10,115,0.1453,256.3519,-5676.5,4820.84,0.5003
11,121,0.1453,256.4349,-5217.14,4822.4,0.5018
21,56,0.1453,256.3296,-5835.49,4820.42,0.5007
18,78,0.1452,256.1403,-6160.48,4816.86,0.4995
15,83,0.1452,256.2179,-5671.02,4818.32,0.4991
10,56,0.1452,256.0903,-6037.5,4815.92,0.498
19,33,0.1452,256.2179,-6747.52,4818.32,0.5007
81,103,0.1452,256.1062,-6053.62,4816.22,0.5062
93,117,0.1451,256.0233,-5811.68,4814.66,0.5062
92,118,0.1451,256.0233,-5811.68,4814.66,0.5062
98,111,0.1451,256.0233,-5811.68,4814.66,0.5062
99,110,0.1451,256.0233,-5811.68,4814.66,0.5062
100,109,0.1451,256.0233,-5811.68,4814.66,0.5062
101,108,0.1451,256.0233,-5811.68,4814.66,0.5062
52,62,0.1451,256.0095,-4455.5,4814.4,0.5052
97,112,0.1451,256.0233,-5811.68,4814.66,0.5062
90,121,0.1451,256.0233,-5811.68,4814.66,0.5062
24,29,0.1451,255.9329,-6813.38,4812.96,0.5007
96,113,0.1451,256.0233,-5811.68,4814.66,0.5062
102,107,0.1451,256.0233,-5811.68,4814.66,0.5062
18,62,0.145,255.7553,-5916.22,4809.62,0.5005
76,101,0.145,255.8616,-5707.22,4811.62,0.5077
1,123,0.1449,255.5702,-7169.98,4806.14,0.5024
6,115,0.1449,255.5798,-7941.16,4806.32,0.5007
97,125,0.1448,255.4373,-5372.75,4803.64,0.506
64,118,0.1448,255.4362,-6243.22,4803.62,0.5066
4,55,0.1448,255.4671,-6735.34,4804.2,0.5009
65,125,0.1448,255.5213,-6506.12,4805.22,0.5069
102,119,0.1448,255.4373,-5372.75,4803.64,0.506
41,77,0.1448,255.4447,-4623.86,4803.78,0.5056
25,102,0.1447,255.298,-4884.32,4801.02,0.5045
7,9,0.1447,255.2703,-8203.96,4800.5,0.4959
11,113,0.1446,255.148,-5988.14,4798.2,0.5009
118,123,0.1445,255.0236,-4880.5,4795.86,0.5052
42,76,0.1445,254.8651,-4620.86,4792.88,0.5052
117,124,0.1445,255.0236,-4880.5,4795.86,0.5052
119,122,0.1445,255.0236,-4880.5,4795.86,0.5052
2,45,0.1445,254.9789,-9066.19,4795.02,0.4976
4,62,0.1445,254.9162,-6640.65,4793.84,0.4991
76,108,0.1445,254.8832,-6367.62,4793.22,0.506
120,121,0.1445,255.0236,-4880.5,4795.86,0.5052
116,125,0.1445,255.0236,-4880.5,4795.86,0.5052
52,63,0.1444,254.7375,-5199.0,4790.48,0.5045
53,62,0.1444,254.7375,-5199.0,4790.48,0.5045
11,105,0.1444,254.7492,-6372.14,4790.7,0.4993
10,41,0.1444,254.8428,-7015.66,4792.46,0.4995
13,87,0.1444,254.83,-6419.62,4792.22,0.4982
38,58,0.1443,254.6641,-5647.74,4789.1,0.5031
4,74,0.1443,254.5025,-6588.25,4786.06,0.4976
83,103,0.1442,254.3855,-6253.98,4783.86,0.506
90,95,0.1442,254.3855,-6253.98,4783.86,0.506
2,97,0.1442,254.3748,-8037.48,4783.66,0.5014
96,112,0.1442,254.4216,-6127.8,4784.54,0.5062
15,80,0.1442,254.3291,-5982.04,4782.8,0.4999
71,116,0.1442,254.4737,-6689.82,4785.52,0.5064
90,119,0.1442,254.4216,-6127.8,4784.54,0.5062
20,66,0.1442,254.4269,-5630.0,4784.64,0.5014
91,118,0.1442,254.4216,-6127.8,4784.54,0.5062
95,113,0.1442,254.4216,-6127.8,4784.54,0.5062
18,83,0.1442,254.3482,-5435.18,4783.16,0.4997
92,93,0.1442,254.3855,-6253.98,4783.86,0.506
98,110,0.1442,254.4216,-6127.8,4784.54,0.5062
91,94,0.1442,254.3855,-6253.98,4783.86,0.506
97,111,0.1442,254.4216,-6127.8,4784.54,0.5062
89,96,0.1442,254.3855,-6253.98,4783.86,0.506
90,93,0.1441,254.2929,-6087.72,4782.12,0.5062
80,96,0.1441,254.2132,-5385.72,4780.62,0.5073
89,94,0.1441,254.2929,-6087.72,4782.12,0.5062
73,104,0.1441,254.2398,-5608.22,4781.12,0.5075
75,104,0.1441,254.1749,-6003.94,4779.9,0.5066
91,92,0.1441,254.2929,-6087.72,4782.12,0.5062
88,95,0.1441,254.2929,-6087.72,4782.12,0.5062
87,96,0.1441,254.2929,-6087.72,4782.12,0.5062
25,30,0.144,254.0271,-6618.0,4777.12,0.5031
76,110,0.1439,253.8729,-6347.62,4774.22,0.5062
11,122,0.1439,253.7952,-5367.58,4772.76,0.5014
19,108,0.1438,253.6729,-4470.0,4770.46,0.5043
68,120,0.1437,253.4421,-6457.22,4766.12,0.5066
26,102,0.1437,253.5336,-4395.0,4767.84,0.5054
69,118,0.1437,253.4421,-6457.22,4766.12,0.5066
22,29,0.1437,253.4528,-6514.52,4766.32,0.5005
72,117,0.1437,253.6038,-6391.68,4769.16,0.5064
22,30,0.1436,253.3943,-6718.62,4765.22,0.5012
25,67,0.1436,253.3964,-6239.08,4765.26,0.5022
96,126,0.1436,253.4166,-5410.75,4765.64,0.5058
23,51,0.1436,253.2677,-6183.5,4762.84,0.5009
100,121,0.1436,253.4166,-5410.75,4765.64,0.5058
23,53,0.1436,253.2922,-5864.0,4763.3,0.5012
15,126,0.1436,253.3921,-4894.66,4765.18,0.5054
101,120,0.1436,253.4166,-5410.75,4765.64,0.5058
11,115,0.1436,253.3209,-6311.5,4763.84,0.5009
22,31,0.1436,253.4379,-7184.3,4766.04,0.5014
44,73,0.1436,253.3124,-4649.56,4763.68,0.5052
69,109,0.1435,253.2028,-5790.72,4761.62,0.5071
8,52,0.1435,253.1677,-7476.59,4760.96,0.4986
8,101,0.1434,252.988,-6602.4,4757.58,0.4995
59,126,0.1434,253.0699,-6442.72,4759.12,0.5069
109,113,0.1434,253.0422,-5372.75,4758.6,0.5062
100,120,0.1434,252.9114,-5311.2,4756.14,0.5056
108,114,0.1434,252.9646,-5372.75,4757.14,0.506
99,124,0.1434,252.9646,-5372.75,4757.14,0.506
107,115,0.1434,252.9646,-5372.75,4757.14,0.506
100,123,0.1434,252.9646,-5372.75,4757.14,0.506
60,124,0.1434,253.0699,-6442.72,4759.12,0.5069
110,112,0.1434,253.0422,-5372.75,4758.6,0.5062
106,116,0.1434,252.9646,-5372.75,4757.14,0.506
96,125,0.1434,252.9114,-5311.2,4756.14,0.5056
101,122,0.1434,252.9646,-5372.75,4757.14,0.506
60,125,0.1434,253.0699,-6442.72,4759.12,0.5069
100,119,0.1433,252.8051,-5574.2,4754.14,0.5052
16,126,0.1433,252.7647,-4805.96,4753.38,0.5056
79,107,0.1433,252.7477,-6111.78,4753.06,0.5064
83,102,0.1433,252.7477,-6111.78,4753.06,0.5064
95,125,0.1433,252.8051,-5574.2,4754.14,0.5052
66,113,0.1432,252.6179,-5801.72,4750.62,0.5069
71,107,0.1432,252.6711,-5767.22,4751.62,0.5075
19,67,0.1432,252.7126,-5418.0,4752.4,0.5016
10,37,0.1432,252.7072,-6628.81,4752.3,0.5012
6,15,0.1431,252.4243,-8655.99,4746.98,0.4948
9,70,0.1431,252.4382,-6610.5,4747.24,0.4988
20,53,0.1431,252.5105,-6392.75,4748.6,0.5007
21,53,0.143,252.3063,-6028.5,4744.76,0.5007
15,68,0.143,252.3765,-6158.5,4746.08,0.5005
66,124,0.143,252.2988,-6730.72,4744.62,0.5069
109,110,0.1429,252.1404,-5311.2,4741.64,0.5054
68,122,0.1429,252.1659,-6609.72,4742.12,0.5064
99,121,0.1429,252.1404,-5311.2,4741.64,0.5054
82,94,0.1429,252.033,-5385.72,4739.62,0.5071
64,115,0.1429,252.033,-5742.72,4739.62,0.5062
64,116,0.1429,252.1925,-5801.72,4742.62,0.5066
95,126,0.1429,252.1404,-5311.2,4741.64,0.5054
81,95,0.1429,252.033,-5385.72,4739.62,0.5071
12,40,0.1428,251.8692,-5971.13,4736.54,0.4984
15,108,0.1428,251.9362,-6352.04,4737.8,0.5009
15,125,0.1428,251.8586,-4897.5,4736.34,0.5047
89,106,0.1427,251.7692,-5691.68,4734.66,0.5058
95,99,0.1427,251.7692,-5691.68,4734.66,0.5058
88,107,0.1427,251.7692,-5691.68,4734.66,0.5058
94,100,0.1427,251.7692,-5691.68,4734.66,0.5058
96,98,0.1427,251.7692,-5691.68,4734.66,0.5058
84,112,0.1427,251.7692,-5691.68,4734.66,0.5058
3,57,0.1426,251.6373,-6697.36,4732.18,0.5005
8,48,0.1426,251.6033,-7325.51,4731.54,0.5001
14,61,0.1426,251.6022,-6127.5,4731.52,0.4999
20,80,0.1426,251.6288,-6873.32,4732.02,0.5001
